model,dataset,seed,example_id,y,V_pos_letter,V_pos_numeric,V_neg_letter,V_neg_numeric,gap_letter,gap_numeric,flip_influence,rank
llama3_8b,truthfulqa,0,7c8dc72c3e005d95,1,0.6796340346336365,0.5824607014656067,0.695696234703064,0.12410297244787216,-0.01606220006942749,0.4583577290177345,0.0015768501635564647,57
llama3_8b,truthfulqa,0,b35e6c0fc5732ca0,0,0.6095610857009888,0.40394213795661926,0.6444464325904846,0.7039631605148315,-0.03488534688949585,-0.3000210225582123,-0.00025789964838357493,249
llama3_8b,truthfulqa,0,c2c888ec9d7fb683,0,0.6788839101791382,0.29673299193382263,0.6540867686271667,0.851213812828064,0.024797141551971436,-0.5544808208942413,0.0009558218717253264,104
llama3_8b,truthfulqa,0,235260fe8de0a7cb,0,0.6198435425758362,0.6205158829689026,0.6401718854904175,0.80059415102005,-0.0203283429145813,-0.18007826805114746,-0.00013098861480714818,282
llama3_8b,truthfulqa,0,12d50ea972dd7999,1,0.6282200217247009,0.4714195728302002,0.5778949856758118,0.10337242484092712,0.05032503604888916,0.36804714798927307,-0.0010751284311569798,92
llama3_8b,truthfulqa,0,42ca33d2c9dab425,0,0.6379485130310059,0.7782069444656372,0.6101497411727905,0.6962977647781372,0.027798771858215332,0.0819091796875,0.00045970629645192274,184
llama3_8b,truthfulqa,0,30c72e16626686df,0,0.6930001974105835,0.25107860565185547,0.6508581638336182,0.06885801255702972,0.04214203357696533,0.18222059309482574,0.0008737237514096496,116
llama3_8b,truthfulqa,0,75a7f5439a119103,0,0.5894221663475037,0.22421914339065552,0.5977479815483093,0.6870890259742737,-0.008325815200805664,-0.46286988258361816,0.00014117905314786627,280
llama3_8b,truthfulqa,0,cc8e5a29e02b6f53,0,0.6624794006347656,0.8849658370018005,0.6352932453155518,0.6158543229103088,0.027186155319213867,0.2691115140914917,-8.69793192785906e-05,301
llama3_8b,truthfulqa,0,b36c4ba33bd81a48,1,0.5897822976112366,0.686465859413147,0.6191621422767639,0.6127084493637085,-0.029379844665527344,0.07375741004943848,0.0005820481690542167,157
llama3_8b,truthfulqa,0,9adfc7bf77b82033,0,0.5955182909965515,0.6200488209724426,0.6084001660346985,0.6608895659446716,-0.012881875038146973,-0.040840744972229004,-0.0001182897398896432,289
llama3_8b,truthfulqa,0,58490691548a6139,1,0.6667985320091248,0.8072965145111084,0.6284339427947998,0.1545855700969696,0.03836458921432495,0.6527109444141388,0.000613040750526761,152
llama3_8b,truthfulqa,0,b958bf10a9d160f6,1,0.6644220948219299,0.8550049662590027,0.6347533464431763,0.6693969964981079,0.029668748378753662,0.18560796976089478,-0.0007479232772809596,131
llama3_8b,truthfulqa,0,dde72772d77c9d22,0,0.5873589515686035,0.3065018951892853,0.6851563453674316,0.8339129686355591,-0.09779739379882812,-0.5274110734462738,-0.00035046494591156607,216
llama3_8b,truthfulqa,0,c0c62e4aacc574e7,0,0.7093368768692017,0.7921915650367737,0.6415136456489563,0.41547271609306335,0.06782323122024536,0.3767188489437103,0.0010596687853563491,93
llama3_8b,truthfulqa,0,77407d51bd5e96a2,0,0.5949146747589111,0.6145239472389221,0.5977606177330017,0.6335586905479431,-0.002845942974090576,-0.019034743309020996,-1.1781953330514128e-05,318
llama3_8b,truthfulqa,0,0674b477ab743871,0,0.5803971290588379,0.8244509100914001,0.6203704476356506,0.6265196204185486,-0.039973318576812744,0.19793128967285156,-0.0011705995795240898,86
llama3_8b,truthfulqa,0,6d778a2f051ec936,0,0.6452377438545227,0.7064834833145142,0.6324681043624878,0.5497192144393921,0.012769639492034912,0.15676426887512207,-0.00020148755229959514,264
llama3_8b,truthfulqa,0,13973c64b67afa69,1,0.5726877450942993,0.8361934423446655,0.5680209994316101,0.16734646260738373,0.004666745662689209,0.6688469797372818,0.002113609770157676,30
llama3_8b,truthfulqa,0,34054ba8a6d4ffd5,0,0.724485456943512,0.5519350171089172,0.6631377935409546,0.20745937526226044,0.06134766340255737,0.3444756418466568,0.0008180701843892857,123
llama3_8b,truthfulqa,0,c2f5df3fcbbb6bab,1,0.643748939037323,0.8450472354888916,0.5815168023109436,0.18388862907886505,0.062232136726379395,0.6611586064100266,-0.00030403823168345667,233
llama3_8b,truthfulqa,0,bfcc87ba2060c703,0,0.6281466484069824,0.8608083128929138,0.6129441261291504,0.35297131538391113,0.015202522277832031,0.5078369975090027,-0.0012150201354206303,79
llama3_8b,truthfulqa,0,4d250f1249dd6e73,1,0.7313575744628906,0.9250668883323669,0.7274290323257446,0.8501888513565063,0.003928542137145996,0.0748780369758606,-0.00021987513056448416,259
llama3_8b,truthfulqa,0,110bd5b14a4e51ff,0,0.6762893795967102,0.6206963062286377,0.7152618169784546,0.6221732497215271,-0.038972437381744385,-0.0014769434928894043,-0.0005016205361908499,170
llama3_8b,truthfulqa,0,1cb261c1e117ea71,1,0.7549294829368591,0.9355490207672119,0.7729732394218445,0.913194477558136,-0.01804375648498535,0.022354543209075928,0.00012053562689651187,287
llama3_8b,truthfulqa,0,4d8944e98f5d5872,0,0.6047245264053345,0.7589794397354126,0.6480639576911926,0.8353249430656433,-0.043339431285858154,-0.07634550333023071,-0.0004046235333172721,197
llama3_8b,truthfulqa,0,1db6879ab09ee566,1,0.4249056279659271,0.7736347913742065,0.4013932943344116,0.6929141879081726,0.023512333631515503,0.08072060346603394,-0.0008797181927103215,115
llama3_8b,truthfulqa,0,78d4140e72235d17,0,0.6728979349136353,0.7195069789886475,0.6664433479309082,0.08021102845668793,0.006454586982727051,0.6392959505319595,-0.0022652133591169465,24
llama3_8b,truthfulqa,0,4f98ff4f6f4956d1,0,0.6343418955802917,0.14464281499385834,0.5581957101821899,0.2280736118555069,0.0761461853981018,-0.08343079686164856,0.002958847164249323,11
llama3_8b,truthfulqa,0,6265e02438a46c64,0,0.7103646993637085,0.26643675565719604,0.8232234716415405,0.4517775774002075,-0.11285877227783203,-0.18534082174301147,-0.00037087711603328577,207
llama3_8b,truthfulqa,0,8434e1766436b616,0,0.6394508481025696,0.5178000926971436,0.6383234262466431,0.8789218664169312,0.0011274218559265137,-0.3611217737197876,0.0003365149480487606,222
llama3_8b,truthfulqa,0,6b7466a7cdc11c49,0,0.6615574359893799,0.6339865326881409,0.6510624885559082,0.6178866624832153,0.01049494743347168,0.016099870204925537,0.0002276504579171723,256
llama3_8b,truthfulqa,0,830f7ddf4c676ba4,0,0.7094326615333557,0.13616201281547546,0.5892813205718994,0.0977114662528038,0.1201513409614563,0.03845054656267166,0.004787541321798483,3
llama3_8b,truthfulqa,0,e38b7bda14d30315,0,0.7189105749130249,0.8202999830245972,0.7187129855155945,0.9018296599388123,0.00019758939743041992,-0.08152967691421509,0.00022937477889906077,254
llama3_8b,truthfulqa,0,d130bcafb6d4857b,1,0.6247370839118958,0.8379788398742676,0.6334874629974365,0.7804919481277466,-0.008750379085540771,0.057486891746520996,0.00012287467306570932,286
llama3_8b,truthfulqa,0,deb4cbcdc86d2217,1,0.6456453204154968,0.6720175743103027,0.6903907060623169,0.31344473361968994,-0.04474538564682007,0.3585728406906128,0.001655517789733496,54
llama3_8b,truthfulqa,0,13f1c167f80b3c86,0,0.6412910223007202,0.7244767546653748,0.629944384098053,0.5812411308288574,0.011346638202667236,0.14323562383651733,-0.0001817670240402136,270
llama3_8b,truthfulqa,0,02e4265adf619cd2,0,0.6589721441268921,0.6036735773086548,0.5773227214813232,0.04350537434220314,0.08164942264556885,0.5601682029664516,0.0011120710501184017,89
llama3_8b,truthfulqa,0,6f61f606625d6962,0,0.6527906060218811,0.7640931606292725,0.6603999137878418,0.7461016178131104,-0.007609307765960693,0.01799154281616211,-0.00021598341946160726,260
llama3_8b,truthfulqa,0,7e24b6a947f90acd,0,0.5783388018608093,0.18177373707294464,0.6207820177078247,0.3880730867385864,-0.04244321584701538,-0.20629934966564178,-0.00030049727459241504,234
llama3_8b,truthfulqa,0,1c00f4ad8c05671e,0,0.6391197443008423,0.894488513469696,0.6068496704101562,0.5466515421867371,0.032270073890686035,0.347836971282959,9.417819500256996e-05,298
llama3_8b,truthfulqa,0,de167f69e2e32110,0,0.584945559501648,0.22431698441505432,0.6242614984512329,0.7824426889419556,-0.03931593894958496,-0.5581257045269012,-0.00025911793577065856,248
llama3_8b,truthfulqa,0,b9df042807fb42e1,1,0.6050547957420349,0.7714898586273193,0.6033756136894226,0.2911001443862915,0.0016791820526123047,0.48038971424102783,0.001301231765136357,72
llama3_8b,truthfulqa,0,ff8a5ccb10bb650b,1,0.7440362572669983,0.6157247424125671,0.6073184609413147,0.09203514456748962,0.1367177963256836,0.5236895978450775,-0.0035150283115119585,8
llama3_8b,truthfulqa,0,50eba5b31a772055,0,0.7007465958595276,0.7529206275939941,0.705977201461792,0.12243528664112091,-0.005230605602264404,0.6304853409528732,-0.0023961753771896688,18
llama3_8b,truthfulqa,0,adc0396f90573771,1,0.6661725640296936,0.6992173790931702,0.6676823496818542,0.055186208337545395,-0.0015097856521606445,0.6440311707556248,0.002123496325479979,29
llama3_8b,truthfulqa,0,42be6134ac65e16f,0,0.6585084795951843,0.4075585901737213,0.8426671028137207,0.8913441300392151,-0.18415862321853638,-0.4837855398654938,-0.00035999102354905554,212
llama3_8b,truthfulqa,0,54073f35a9e89a83,0,0.6497530937194824,0.40036705136299133,0.7353258728981018,0.4201831817626953,-0.08557277917861938,-0.01981613039970398,-0.0005791696850002692,159
llama3_8b,truthfulqa,0,91ae812c64b6eec7,0,0.583415150642395,0.09989050030708313,0.5530322790145874,0.7987393736839294,0.030382871627807617,-0.6988488733768463,0.0013507256599155082,69
llama3_8b,truthfulqa,0,a2bbac9fac8cea9e,1,0.7047166228294373,0.8914005756378174,0.7060626149177551,0.31233641505241394,-0.001345992088317871,0.5790641605854034,0.001695881382085207,51
llama3_8b,truthfulqa,0,b4432f7f65da7425,0,0.6048027276992798,0.7596086263656616,0.5553157329559326,0.17036426067352295,0.04948699474334717,0.5892443656921387,-0.0004865440334989035,177
llama3_8b,truthfulqa,0,5e7ce61525bf40a7,0,0.6521744728088379,0.7416179180145264,0.645774245262146,0.9261935353279114,0.0064002275466918945,-0.184575617313385,0.0004317348199400217,191
llama3_8b,truthfulqa,0,bceb04cdec4011e6,1,0.6287747621536255,0.8983290791511536,0.6017920970916748,0.09534335881471634,0.026982665061950684,0.8029857203364372,0.00230930568109583,21
llama3_8b,truthfulqa,0,1a6f1b65325a5bf9,0,0.6161014437675476,0.44857242703437805,0.6363959312438965,0.8370980620384216,-0.020294487476348877,-0.3885256350040436,-0.00010966950405011389,293
llama3_8b,truthfulqa,0,1258e46cc95bcec6,1,0.6092903017997742,0.867414653301239,0.5277290344238281,0.021034350618720055,0.08156126737594604,0.846380302682519,-0.0005385639261655251,163
llama3_8b,truthfulqa,0,566bb7dcf6b4bdc5,0,0.6603625416755676,0.17885194718837738,0.6678848266601562,0.2655010223388672,-0.007522284984588623,-0.08664907515048981,4.091700151886979e-05,312
llama3_8b,truthfulqa,0,afe01ef3d4ca26a9,1,0.6786095499992371,0.8576821684837341,0.6792640686035156,0.8372044563293457,-0.0006545186042785645,0.020477712154388428,-0.00031240801288456854,229
llama3_8b,truthfulqa,0,b64462e30aab0327,1,0.6071622371673584,0.5692244172096252,0.6231513619422913,0.6935296654701233,-0.01598912477493286,-0.12430524826049805,-0.0004923611031358299,174
llama3_8b,truthfulqa,0,9a62a89ccea2109f,0,0.6828715801239014,0.973641037940979,0.6262929439544678,0.6045341491699219,0.056578636169433594,0.36910688877105713,0.0006647847961850917,147
llama3_8b,truthfulqa,0,a88ba9ecadf8cec4,0,0.6939160227775574,0.7646529674530029,0.6744440197944641,0.9289926886558533,0.01947200298309326,-0.16433972120285034,0.0007252048566175895,135
llama3_8b,truthfulqa,0,d3196b6bc0b067f9,0,0.8152361512184143,0.683885395526886,0.7373619079589844,0.22714173793792725,0.07787424325942993,0.45674365758895874,0.0012791493047297209,73
llama3_8b,truthfulqa,0,b08b5c94a380dd66,0,0.6205543279647827,0.461319237947464,0.6341318488121033,0.7273669242858887,-0.013577520847320557,-0.2660476863384247,3.600701267331141e-05,313
llama3_8b,truthfulqa,0,6a80ec49354d8cfe,0,0.6473721265792847,0.8903699517250061,0.6850995421409607,0.8536043763160706,-0.037727415561676025,0.03676557540893555,-0.0007086074557359212,142
llama3_8b,truthfulqa,0,e65f6dccfc83cee4,0,0.6408227682113647,0.3122650384902954,0.6185352802276611,0.07913050055503845,0.022287487983703613,0.23313453793525696,-0.00012721324690612157,283
llama3_8b,truthfulqa,0,a5df3dc3da0b1590,1,0.6450033783912659,0.5844401121139526,0.6308688521385193,0.5625319480895996,0.014134526252746582,0.021908164024353027,-0.0007863848881198843,125
llama3_8b,truthfulqa,0,4be392727c40b85c,1,0.6352664828300476,0.8571335673332214,0.6264598965644836,0.10623180121183395,0.008806586265563965,0.7509017661213875,0.0026071120782697466,14
llama3_8b,truthfulqa,0,c065711346126d46,1,0.7223652601242065,0.873607337474823,0.736704409122467,0.8746209740638733,-0.014339148998260498,-0.001013636589050293,-0.00011745933781126539,290
llama3_8b,truthfulqa,0,1a6346c1e755a1ab,0,0.6550194025039673,0.5768175721168518,0.6280298829078674,0.6719152331352234,0.026989519596099854,-0.09509766101837158,0.0009497967059373669,106
llama3_8b,truthfulqa,0,e713318cbbd4e025,0,0.7103694677352905,0.8745025396347046,0.6974756121635437,0.9524283409118652,0.012893855571746826,-0.07792580127716064,0.0005332362596512374,165
llama3_8b,truthfulqa,0,1963335d917b3592,1,0.6969081163406372,0.8646540641784668,0.7099778652191162,0.2518536150455475,-0.013069748878479004,0.6128004491329193,0.0021615443282079205,28
llama3_8b,truthfulqa,0,dad055fc0b31ba82,0,0.7079964280128479,0.869486391544342,0.7443334460258484,0.9465699791908264,-0.03633701801300049,-0.07708358764648438,-0.00036202590710843197,209
llama3_8b,truthfulqa,0,32129819edf4b4a6,1,0.5521782040596008,0.9334651231765747,0.5693889260292053,0.38791289925575256,-0.017210721969604492,0.5455522239208221,0.0019004679388949786,39
llama3_8b,truthfulqa,0,9852e55efb50501d,1,0.706688404083252,0.9798175692558289,0.6309908032417297,0.06124896556138992,0.07569760084152222,0.9185686036944389,7.880069855698002e-05,302
llama3_8b,truthfulqa,0,69d2eea7979437ff,1,0.5654999613761902,0.6444646716117859,0.5416526198387146,0.24532459676265717,0.023847341537475586,0.3991400748491287,0.00022911277829917864,255
llama3_8b,truthfulqa,0,27ba3026638b0d62,0,0.7224303483963013,0.8456079363822937,0.7276467084884644,0.8425984382629395,-0.005216360092163086,0.003009498119354248,-9.873530385073881e-05,296
llama3_8b,truthfulqa,0,8a96a293ea441a37,0,0.7730296850204468,0.7041983604431152,0.6013767719268799,0.12215039879083633,0.1716529130935669,0.5820479616522789,0.006259218247770315,1
llama3_8b,truthfulqa,0,7260c8ec3c68f74c,0,0.6448653936386108,0.5190433263778687,0.6511523723602295,0.5702970623970032,-0.006286978721618652,-0.05125373601913452,8.50991230932907e-06,323
llama3_8b,truthfulqa,0,2ce9cedd6b2f649a,0,0.5444265007972717,0.785277783870697,0.561231791973114,0.612413763999939,-0.016805291175842285,0.17286401987075806,-0.0008571986748303062,119
llama3_8b,truthfulqa,0,53da71341cb3bc56,0,0.7311451435089111,0.9546161890029907,0.7449621558189392,0.8354333639144897,-0.013817012310028076,0.11918282508850098,-0.0007104136522383953,141
llama3_8b,truthfulqa,0,1171aa032eaf9964,0,0.5856436491012573,0.22823910415172577,0.5865564942359924,0.20938163995742798,-0.0009128451347351074,0.01885746419429779,-7.560532962980204e-05,304
llama3_8b,truthfulqa,0,dbc745e0f3ce1b95,1,0.6900498270988464,0.3261317312717438,0.7010211944580078,0.1667843610048294,-0.010971367359161377,0.15934737026691437,0.00040521136909671407,196
llama3_8b,truthfulqa,0,cca9be95688a0fad,0,0.6805598735809326,0.5477910041809082,0.6772958636283875,0.5783177018165588,0.003264009952545166,-0.030526697635650635,0.0001969572179061907,266
llama3_8b,truthfulqa,0,bc7c12296ccddfea,0,0.6870620846748352,0.8698623180389404,0.6733302474021912,0.8472161889076233,0.013731837272644043,0.02264612913131714,0.00022739426456469536,257
llama3_8b,truthfulqa,0,6d05864a798803c1,0,0.7026355266571045,0.5241698622703552,0.751910388469696,0.809551477432251,-0.04927486181259155,-0.28538161516189575,-0.00034132161501371217,219
llama3_8b,truthfulqa,0,909e61453bb9a81f,0,0.6050436496734619,0.5625488758087158,0.6525620818138123,0.789054811000824,-0.04751843214035034,-0.22650593519210815,-0.00031082251981701114,231
llama3_8b,truthfulqa,0,d981b78ed7713b6a,0,0.7695401906967163,0.6402416229248047,0.839083194732666,0.8989312052726746,-0.06954300403594971,-0.2586895823478699,-0.00036110910626524495,211
llama3_8b,truthfulqa,0,a226e406bd374852,0,0.7068487405776978,0.2477600872516632,0.7211959958076477,0.503146767616272,-0.014347255229949951,-0.25538668036460876,8.897032139854044e-06,322
llama3_8b,truthfulqa,0,1855fd7637ca921d,0,0.6387880444526672,0.8245543837547302,0.6010656952857971,0.8882849812507629,0.03772234916687012,-0.06373059749603271,0.0014165765726064095,62
llama3_8b,truthfulqa,0,befe6586bf7e2f38,1,0.7284843325614929,0.8266907334327698,0.7130598425865173,0.8444031476974487,0.015424489974975586,-0.017712414264678955,-0.0009902485099011482,100
llama3_8b,truthfulqa,0,e9f192f25ffa0f88,0,0.7415409684181213,0.335917592048645,0.7962744235992432,0.8862608075141907,-0.054733455181121826,-0.5503432154655457,-0.00032090944489199247,225
llama3_8b,truthfulqa,0,520b6455f8ca1ff9,1,0.6741380095481873,0.9056031703948975,0.6652429699897766,0.8588815927505493,0.008895039558410645,0.046721577644348145,-0.0004501120282113802,188
llama3_8b,truthfulqa,0,08c6791aa311a1c0,1,0.5600617527961731,0.6503002643585205,0.5720846652984619,0.7576048374176025,-0.012022912502288818,-0.10730457305908203,-0.0005803504030991724,158
llama3_8b,truthfulqa,0,b06a5e307a5a9c60,0,0.6961921453475952,0.7824064493179321,0.6033766269683838,0.4643436074256897,0.09281551837921143,0.31806284189224243,0.0024412916667116424,17
llama3_8b,truthfulqa,0,84881cb8fe21825c,1,0.8578805327415466,0.9124708771705627,0.7825886607170105,0.05528881400823593,0.07529187202453613,0.8571820631623268,7.880069855698002e-05,303
llama3_8b,truthfulqa,0,5c70f1bac0846287,0,0.6741619110107422,0.7379145622253418,0.6645951867103577,0.8723588585853577,0.009566724300384521,-0.13444429636001587,0.0005112736993532208,167
llama3_8b,truthfulqa,0,55b92e7da2b218c6,0,0.64459228515625,0.7212983965873718,0.610643208026886,0.2633740305900574,0.033949077129364014,0.45792436599731445,-0.00033728169845759215,221
llama3_8b,truthfulqa,0,92baf8d1f01023ad,0,0.6664372086524963,0.5316872596740723,0.6907575726509094,0.8314582705497742,-0.024320363998413086,-0.2997710108757019,-0.0001679509253061373,276
llama3_8b,truthfulqa,0,5e6845c2e445de4e,0,0.6102811694145203,0.5942477583885193,0.6254020929336548,0.8316200971603394,-0.015120923519134521,-0.23737233877182007,-4.480894281566616e-06,325
llama3_8b,truthfulqa,0,437772fcc6f6dc7e,0,0.6771442890167236,0.23835420608520508,0.6722350120544434,0.35314905643463135,0.0049092769622802734,-0.11479485034942627,0.0003753289273939475,206
llama3_8b,truthfulqa,0,6dd01540b1decb86,0,0.6579157114028931,0.7736698985099792,0.649117112159729,0.6118080019950867,0.008798599243164062,0.16186189651489258,-0.00032014282063813626,226
llama3_8b,truthfulqa,0,513e817ea802bebb,1,0.7096925973892212,0.8653774857521057,0.6823638081550598,0.07776689529418945,0.027328789234161377,0.7876105904579163,0.0020474587953955847,32
llama3_8b,truthfulqa,0,a0230aca0b7080f5,1,0.6192108988761902,0.9086328744888306,0.6450127959251404,0.8507815003395081,-0.025801897048950195,0.05785137414932251,0.0004904792887916454,175
llama3_8b,truthfulqa,0,8e0dead07ba8c8b7,0,0.7422469854354858,0.6863948106765747,0.7881686687469482,0.7505455613136292,-0.0459216833114624,-0.06415075063705444,-0.00042730589933270835,194
llama3_8b,truthfulqa,0,57f4715813166fc9,0,0.6070036888122559,0.5974842309951782,0.5945694446563721,0.5505449771881104,0.012434244155883789,0.04693925380706787,0.00014281078726879892,279
llama3_8b,truthfulqa,0,aa0028e70c5ebf74,1,0.6873350739479065,0.5867652893066406,0.7059675455093384,0.3233003318309784,-0.018632471561431885,0.26346495747566223,0.0008890612324528036,114
llama3_8b,truthfulqa,0,7e89934ffba46a28,0,0.5899355411529541,0.5740196704864502,0.5911315679550171,0.7727956175804138,-0.0011960268020629883,-0.19877594709396362,0.0002762279291173564,241
llama3_8b,truthfulqa,0,4318e9715ae014cf,0,0.6629654765129089,0.6663381457328796,0.6885277032852173,0.6516721844673157,-0.02556222677230835,0.014665961265563965,-0.0005047012277938911,169
llama3_8b,truthfulqa,0,78986642eecf6302,0,0.7475088238716125,0.8169386386871338,0.739926278591156,0.8970693349838257,0.007582545280456543,-0.0801306962966919,0.00040749332735046107,195
llama3_8b,truthfulqa,0,6e14268225cd694f,0,0.7102702260017395,0.9761016964912415,0.684489369392395,0.8517019152641296,0.025780856609344482,0.12439978122711182,0.00021574488953474136,261
llama3_8b,truthfulqa,0,ff128283a9f919bd,1,0.6863877773284912,0.9091188907623291,0.5992016792297363,0.16374844312667847,0.08718609809875488,0.7453704476356506,-0.0012214249248160836,78
llama3_8b,truthfulqa,0,125ef41578ebb500,1,0.6034274101257324,0.30744534730911255,0.6130625605583191,0.26450005173683167,-0.00963515043258667,0.042945295572280884,5.67889216386841e-05,307
llama3_8b,truthfulqa,0,fb0200d3253a3f62,1,0.7072868347167969,0.8453348278999329,0.7137524485588074,0.833833634853363,-0.006465613842010498,0.011501193046569824,-0.00023063543411383503,253
llama3_8b,truthfulqa,0,ae8768cd15f2c491,1,0.5929777026176453,0.9513790011405945,0.5610566735267639,0.19618408381938934,0.03192102909088135,0.7551949173212051,0.0017248969295506345,48
llama3_8b,truthfulqa,0,910470b40411b9af,0,0.627208948135376,0.16100868582725525,0.6818484663963318,0.8320168852806091,-0.05463951826095581,-0.6710081994533539,-0.000311294060276579,230
llama3_8b,truthfulqa,0,f8515e36b57e5daa,0,0.6922433376312256,0.9033811092376709,0.7122131586074829,0.6606884598731995,-0.019969820976257324,0.24269264936447144,-0.0011753678657019928,84
llama3_8b,truthfulqa,0,4aa6f1cd5c851c60,1,0.6833604574203491,0.15038856863975525,0.7047933340072632,0.795490562915802,-0.021432876586914062,-0.6451019942760468,-0.0008116232978599425,124
llama3_8b,truthfulqa,0,4d418bc548ba77c3,0,0.6990529894828796,0.8549721240997314,0.7229963541030884,0.29603487253189087,-0.02394336462020874,0.5589372515678406,-0.0023809572073245078,20
llama3_8b,truthfulqa,0,34e958c099b169fd,0,0.541592001914978,0.17184291779994965,0.566261887550354,0.34237968921661377,-0.024669885635375977,-0.17053677141666412,-0.0001789793234313053,273
llama3_8b,truthfulqa,0,1b7b453a8c92500d,1,0.6250244379043579,0.572561502456665,0.650611400604248,0.9673390984535217,-0.025586962699890137,-0.3947775959968567,-0.0005692498467250728,161
llama3_8b,truthfulqa,0,4eaf688fb3831f6f,0,0.6086428165435791,0.7091279625892639,0.6470285058021545,0.6683633327484131,-0.03838568925857544,0.04076462984085083,-0.0007086074557359212,143
llama3_8b,truthfulqa,0,b55a34b1bcf2bae1,1,0.6611158847808838,0.8761460185050964,0.6320264935493469,0.1301654428243637,0.029089391231536865,0.7459805756807327,0.0018562114462535306,41
llama3_8b,truthfulqa,0,3f8bef67a42ee2f2,1,0.6795909404754639,0.3811763823032379,0.6263914704322815,0.27966728806495667,0.05319947004318237,0.10150909423828125,-0.0021703343341527015,27
llama3_8b,truthfulqa,0,c1d3f49e32eb63ba,1,0.3930415213108063,0.8120981454849243,0.45360374450683594,0.8418576121330261,-0.06056222319602966,-0.029759466648101807,0.0003939430637561747,200
llama3_8b,truthfulqa,0,04ca621cd2d4398a,0,0.7376111745834351,0.7533774375915527,0.7429109811782837,0.7773709297180176,-0.005299806594848633,-0.023993492126464844,-4.278546758273993e-05,311
llama3_8b,truthfulqa,0,93234edb544c05a1,0,0.6667788624763489,0.42191192507743835,0.6957713961601257,0.8828012347221375,-0.028992533683776855,-0.4608893096446991,-0.00019321318933679388,268
llama3_8b,truthfulqa,0,eda218288846c4a5,0,0.7418371438980103,0.9307339191436768,0.7250850200653076,0.9304416179656982,0.016752123832702637,0.0002923011779785156,0.0004544609012234191,186
llama3_8b,truthfulqa,0,8908ce0cd82c7c5d,1,0.7375944256782532,0.9586367011070251,0.6739396452903748,0.3181506395339966,0.06365478038787842,0.6404860615730286,-0.0003809613086065977,204
llama3_8b,truthfulqa,0,70acc4a57834a5b8,0,0.6170967221260071,0.6035606265068054,0.5691747069358826,0.26812073588371277,0.04792201519012451,0.33543989062309265,0.0005763391086229253,160
llama3_8b,truthfulqa,0,c98d03a1d0475291,0,0.6328994035720825,0.5255076885223389,0.6807956695556641,0.20132876932621002,-0.04789626598358154,0.32417891919612885,-0.0015669546541089985,58
